post,tags
13057,"[u'#sugar', u'#doughnut', u'#yum', u'#krispykreme']"
13058,"[u'#ValentinesDay', u'#Repost', u'#KrispyKreme']"
13059,"[u'#Repost', u'#coffetime', u'#krispykreme']"
13060,"[u'#FriYay', u'#krispykreme', u'#originalglazed']"
13061,[u'#OriginalGlazed']
13062,"[u'#cat', u'#Repost']"
13063,[u'#Sunday']
13064,[u'#HoneyBee']
13065,"[u'#Spring', u'#BunnyBum']"
13066,"[u'#DoughnutTheater', u'#KrispyKremeMoment', u'#Repost']"
13067,"[u'#FridayNightSpice', u'#PumpkinSpice', u'#krispykreme']"
13068,"[u'#Santa', u'#reposticonosquare', u'#holiday', u'#krispykreme', u'#ChristmasEve', u'#HappyHolidays', u'#HoHoHo']"
13069,"[u'#hbd', u'#Repost', u'#birthday', u'#donuts', u'#birthdaycake', u'#krispykreme']"
13070,"[u'#NationalDoughnutDay', u'#Repost', u'#NationalDonutDay', u'#latergram', u'#nationaldoughnutday', u'#donuts', u'#donutsarelove', u'#krispykreme', u'#glazed', u'#classic', u'#SanJose', u'#SantaClara', u'#Sunnyvale']"
13071,[u'#ItsMarch']
13072,[u'#yum']
13073,"[u'#GivingTuesday', u'#Repost']"
13074,"[u'#Repost', u'#krispykreme', u'#carmelmocha', u'#yummy', u'#applefritter']"
13075,[u'#WorldTurtleDay']
13076,[u'#Halloween']
13077,[u'#PiDay']
13078,"[u'#Repost', u'#motivation', u'#college', u'#coffee']"
13079,[u'#ChocolateGlaze']
13080,"[u'#OriginalGlazed', u'#OriginalGlazed']"
13081,"[u'#Repost', u'#Doughnuts', u'#coffee', u'#MondayMotivation']"
13082,[u'#DoughnutRun']
13083,"[u'#Holiday', u'#HolidayCard', u'#ChristmasCard', u'#FamilyPhoto', u'#Santa', u'#SantaBelly', u'#TisTheSeason', u'#HolidayCheer', u'#HolidaySpirit', u'#ChristmasSpirit', u'#HolidayEats', u'#ChristmasCountdown', u'#Snowman', u'#ChristmasIsComing', u'#ChristmasPresents', u'#Holidays', u'#HolidayDoughnuts']"
13084,"[u'#HangTen', u'#Chillin', u'#tropicalchiller', u'#krispykreme', u'#us', u'#can']"
13085,"[u'#Fundraising', u'#RaiseSomeDough', u'#Repost']"
13086,[u'#RedVelvet']
13087,"[u'#XOXOKrispyKreme', u'#US']"
13088,"[u'#Repost', u'#breakfast', u'#krispykreme', u'#nofilter']"
13089,"[u'#truck', u'#coffee']"
13090,[u'#EspressoooGood']
13091,"[u'#OriginalGlaze', u'#Glaze']"
13092,"[u'#krispykreme', u'#Repost', u'#cake']"
13093,"[u'#Repost', u'#krispykreme', u'#krispykremedoughnuts', u'#birthdaycake', u'#happybirthday', u'#thankspinterest', u'#donutcake', u'#doughnuts']"
13094,[u'#Repost']
13095,"[u'#reposticonosquare', u'#krispykreme', u'#stpatricksday', u'#greendoughnuts', u'#fridayfeeling']"
13096,"[u'#birthdaycakebatter', u'#yum']"
13097,"[u'#Repost', u'#taiwan', u'#taipei', u'#krispykreme', u'#merry']"
13098,[u'#NationalSmileWeek']
13099,"[u'#reposticonosquare', u'#cookie', u'#doughnut', u'#', u'#', u'#delicious', u'#fridayfeeling']"
13100,"[u'#Repost', u'#oconeeoutfitters', u'#krispykreme']"
13101,"[u'#Freebruary', u'#KrispyKremeCoffee', u'#doughnut', u'#']"
13102,[u'#krispykreme']
13103,[u'#FirstDayOfFall']
13104,"[u'#NationalDessertDay', u'#DoughnutRun']"
13105,"[u'#OriginalGlazed', u'#Panthers']"
13106,"[u'#DoughnutRun', u'#instagood']"
13107,[u'#StPatricksDay']
13108,[u'#TisTheSeason']
13109,"[u'#Repost', u'#krispykreme']"
13110,"[u'#Santa', u'#holidays', u'#SantaClaus', u'#gifts']"
13111,"[u'#Ghostbuster', u'#WhoYaGonnaCall']"
13112,"[u'#batterdoughnuts', u'#usandcan']"
13113,"[u'#RaiseSomeDough', u'#KrispyKreme', u'#Repost']"
13114,"[u'#Repost', u'#krispykreme', u'#Prismatic', u'#katyperry', u'#krispykreme']"
13115,"[u'#TravelTuesday', u'#Repost']"
13116,"[u'#HoneyBun', u'#HoneyBuns', u'#Grocery']"
13117,[u'#Thanksgiving']
13118,"[u'#dab', u'#keeppounding', u'#panthers']"
13119,"[u'#CampfireTreats', u'#Repost']"
13120,[u'#ChocolateGlaze']
13121,"[u'#ChocolateGlaze', u'#Eclipse2017']"
13122,[u'#Repost']
13123,"[u'#Ghirardelli', u'#SoFancyDough']"
13124,"[u'#krispykreme', u'#doughnuts']"
13125,[u'#PumpkinSpiceOG']
13126,"[u'#ValentinesDay', u'#NationalHuggingDay', u'#XOXO']"
13127,"[u'#HotLight', u'#Repost', u'#krispykreme', u'#doughnuts', u'#happiness', u'#']"
13128,"[u'#OriginalGlazed', u'#Repost', u'#krispykreme', u'#originalglazed', u'#doughnuts', u'#bestsmellever']"
13129,"[u'#ThursdayThoughts', u'#Repost', u'#krispykreme', u'#originalglazed', u'#donut']"
13130,"[u'#nationalsmileweek', u'#krispykreme']"
13131,"[u'#PumpkinSpice', u'#Food', u'#Yum']"
13132,"[u'#XOXO', u'#KrispyKreme']"
13133,"[u'#Yum', u'#DoughnutRun', u'#instafood', u'#instafun', u'#instaholiday', u'#holiday']"
13134,[u'#columbusohio']
13135,[u'#KoolKreme']
13136,"[u'#Halloween', u'#Repost']"
13137,"[u'#krispykreme', u'#hotlight']"
13138,"[u'#Nutella', u'#Doughnut', u'#EasiestSellEver', u'#KrispyKreme', u'#nutellalove', u'#omg', u'#doughnuts', u'#yummy', u'#giveme', u'#doughnut', u'#yum', u'#krispykremedoughnuts', u'#nutellalover', u'#heavononearth', u'#nutellalovers']"
13139,"[u'#ValentinesDay', u'#Repost', u'#SayItWithDoughnuts']"
13140,"[u'#SantaBelly', u'#hohoho']"
13141,"[u'#krispykreme', u'#lemonade', u'#summer', u'#frozen', u'#yum']"
13142,"[u'#PumpkinSpice', u'#Repost']"
13143,"[u'#Friday', u'#Repost', u'#krispykreme']"
13144,"[u'#football', u'#doughnuts']"
13145,"[u'#gift', u'#holiday']"
13146,[u'#doughnutwall']
13147,[u'#krispykremeracing']
13148,"[u'#Repost', u'#krispykreme', u'#golden', u'#goldenretriever']"
13149,"[u'#KrispyKremeDE', u'#Repost', u'#Germany', u'#KrispyKreme', u'#Deutschland', u'#ad', u'#werbung']"
13150,"[u'#coffee', u'#doughnut']"
13151,"[u'#taiwan', u'#Repost', u'#Repost', u'#Taipei', u'#Taiwan']"
13152,[u'#sipasmile']
13153,[u'#DoughnutRun']
13154,"[u'#FirstDate', u'#BetterTogether', u'#KrispyKremeCoffee', u'#']"
13155,"[u'#SayItWithDoughnuts', u'#doughnuts', u'#ValentinesDay', u'#Love', u'#OriginalGlazed']"
13156,[u'#Repost']
13157,"[u'#sunday', u'#doughnuts', u'#coffee', u'#bff']"
13158,[u'#HappyHalloween']
13159,[u'#4thofJuly']
13160,[u'#KrispySkremes']
13161,"[u'#eclipse2017', u'#ChocolateGlaze']"
13162,"[u'#ValentinesDay', u'#Repost']"
13163,[u'#reposticonosquare']
13164,"[u'#Monday', u'#ManicMonday', u'#NationalSmileWeek']"
13165,"[u'#Friday', u'#reposticonosquare']"
13166,[u'#SouthernClassics']
13167,[u'#yum']
13168,"[u'#NationalBananaCreamPieDay', u'#BananaKremePie', u'#GoBananas', u'#yum', u'#OriginalGlazed', u'#sweet', u'#', u'#Repost']"
13169,[u'#Repost']
13170,"[u'#doughnutcake', u'#Repost', u'#engagement', u'#cake', u'#doughnuts']"
13171,[u'#FrozenLemonade']
13172,"[u'#sweetstops', u'#al']"
13173,[u'#WichitaFallsTX']
13174,[u'#thanksgiving']
13175,"[u'#DoughnutDreams', u'#Food', u'#Instafood']"
13176,"[u'#Win', u'#BackToSchool']"
13177,"[u'#US', u'#NationalCoffeeBreakDay', u'#coffee']"
13178,"[u'#win', u'#ghostbusters']"
13179,[u'#DoughnutViewfinder']
13180,"[u'#cold', u'#frozen', u'#coffee', u'#krispykreme', u'#delicious', u'#weekend', u'#spring']"
13181,[u'#BringSpring']
13182,"[u'#ValentinesDay', u'#SayItWithDoughnuts', u'#doughnut', u'#TeddyBear', u'#Valentine', u'#gift']"
13183,[u'#DoughnutHoles']
13184,[u'#FlashbackFriday']
13185,"[u'#Repost', u'#krispykreme', u'#birthday']"
13186,[u'#KrispyKremeAngelGrove']
13187,[u'#reposticonosquare']
13188,[u'#NationalFrittersDay']
13189,"[u'#originalglazed', u'#yum', u'#tbt']"
13190,"[u'#Funday', u'#GainADoughnut']"
13191,"[u'#TravelTuesday', u'#Repost']"
13192,[u'#KrispyKremeAngelGrove']
13193,"[u'#WorldHelloDay', u'#hello', u'#joy', u'#peace', u'#happy']"
13194,"[u'#TBT', u'#clemmons', u'#Repost', u'#krispykreme', u'#wsnc', u'#myws', u'#northcarolina']"
13195,"[u'#krispykreme', u'#doughnut', u'#yum']"
13196,"[u'#MondayMotivation', u'#Repost']"
13197,[u'#Repost']
13198,"[u'#yum', u'#nationaldoughnutday2014', u'#usandcan']"
13199,"[u'#food', u'#doughnuts']"
13200,"[u'#HappyBirthday', u'#CakeBatterDoughnuts', u'#MakeMondayAParty', u'#reposticonosquare']"
13201,"[u'#PumpkinSpice', u'#NationalPumpkinDay', u'#krispykreme']"
13202,"[u'#Repost', u'#SayItWithDoughnuts', u'#friyay', u'#sweet', u'#pairswellwithcoffee']"
13203,"[u'#TripleChocolate', u'#Repost']"
13204,"[u'#PumpkinSpice', u'#MondayMotivation', u'#krispykreme']"
13205,"[u'#yummy', u'#HolidaySpirit']"
13206,[u'#Repost']
13207,"[u'#5', u'#KrispyKreme', u'#holidayfun', u'#holidayeats', u'#DIY', u'#seasonsgreetings', u'#holidaysarecoming', u'#gifts', u'#giftideas', u'#wishlist', u'#giftsforhim', u'#giftsforher', u'#holidaygifts', u'#giftgiving', u'#holidaygiftguide', u'#stockingstuffers', u'#mailboxstuffers', u'#alliwantforchristmas']"
13208,[u'#ChocolateIced']
13209,"[u'#KrispyKreme', u'#KrispyKremeCoffee', u'#']"
13210,"[u'#CoffeeAndDoughnutBreak', u'#DoughnutRun', u'#coffee', u'#Donut', u'#Sprinkles']"
13211,"[u'#DoughnutStyle', u'#Repost']"
13212,"[u'#KrispyKreme', u'#Doughnuts', u'#HersheysGold', u'#SweetTooth', u'#Yum', u'#InstaFood', u'#SoTasty', u'#SoGood', u'#MMM', u'#Gold', u'#SweetAndSalty', u'#Cravings', u'#doughnutlove', u'#Love']"
13213,[u'#PumpkinSpice']
13214,"[u'#krispykreme', u'#delicious', u'#weekend', u'#yum', u'#frozen', u'#treat', u'#summer', u'#fun', u'#cold', u'#lemon']"
13215,"[u'#NationalGirlfriendDay', u'#Repost']"
13216,"[u'#doughnut', u'#bliss']"
13217,[u'#SipASmile']
13218,"[u'#KrispyKremeCruiser', u'#SweetStops', u'#Vegas']"
13219,"[u'#krispykremecruiser', u'#krispykreme']"
13220,[u'#nom']
13221,"[u'#SipASmile', u'#Repost']"
13222,[u'#JAX']
13223,"[u'#sprinkles', u'#Repost']"
13224,[u'#halloween']
13225,[u'#backtoschool']
13226,[u'#DayOfTheDozens']
13227,"[u'#FUNdraiser', u'#Repost', u'#krispykremedoughnuts', u'#krispykremefundraiser']"
13228,[u'#LiveLoveLatte']
13229,"[u'#Wreath', u'#FaLaLa']"
13230,"[u'#CookieDough', u'#doughnuts']"
13231,[u'#TalkLikeAPirateDay']
13232,[u'#Repost']
13233,[u'#TalkLikeAPirateDay']
13234,"[u'#Repost', u'#krispykreme', u'#doughnuts']"
13235,[u'#Repost']
13236,[u'#reposticonosquare']
13237,[u'#ValentinesDay']
13238,"[u'#Repost', u'#KrispyKreme', u'#Anchorage', u'#KrispyKremeAK', u'#alaska']"
13239,"[u'#Treatyourself', u'#ValentinesDay']"
13240,"[u'#Repost', u'#wonderful', u'#doughnut', u'#krispykreme', u'#christmas', u'#santa', u'#getinmybelly']"
13241,"[u'#Repost', u'#krispykreme', u'#donuts', u'#tea', u'#latenightsnack']"
13242,"[u'#doughnutrun', u'#Repost', u'#krispykreme', u'#donut', u'#sweet']"
13243,[u'#Repost']
13244,"[u'#CampfireTreats', u'#DoughnutCake', u'#Repost']"
13245,"[u'#Gold', u'#HersheysGold', u'#krispykreme', u'#yum', u'#doughnut']"
13246,"[u'#cake', u'#krispyKreme', u'#tasty', u'#recipe']"
13247,"[u'#FinallyFriday', u'#Repost']"
13248,"[u'#DoughnutRun', u'#Repost']"
13249,"[u'#desserts', u'#KrispyKreme', u'#reposticonosquare']"
13250,"[u'#FirstDayBack', u'#BackToWork']"
13251,[u'#Valentines']
13252,"[u'#lattetravels', u'#springtraining', u'#grapefruitleague']"
13253,[u'#Holiday']
13254,"[u'#KrispyKreme', u'#TBT']"
13255,"[u'#pumpkin', u'#Repost', u'#halloween', u'#Aberdeen']"
13256,"[u'#lemonade', u'#weekend', u'#fun', u'#frozen', u'#summer', u'#yum', u'#krispykreme']"
13257,[u'#PumpkinSpice']
13258,"[u'#yum', u'#originalglazed', u'#doughnuts', u'#food']"
13259,[u'#friyay']
13260,"[u'#TalkLikeAPirateDay', u'#krispykreme', u'#OriginalGlazed']"
13261,[u'#OriginalGlazed']
13262,"[u'#DoughnutMath', u'#backtoschool', u'#DoughnutRun']"
13263,[u'#DoughnutRun']
13264,"[u'#FridayFeeling', u'#reposticonosquare']"
13265,[u'#PumpkinSpice']
13266,"[u'#RedVelvet', u'#holiday', u'#hohoho', u'#krispykreme', u'#doughnut']"
13267,"[u'#Repost', u'#weddingdoughnuts', u'#krispykreme']"
13268,[u'#BirthdayCakeChiller']
13269,[u'#yum']
13270,"[u'#Repost', u'#Frenchbulldog', u'#Frenchie', u'#dog', u'#oreo', u'#krispykreme']"
13271,[u'#DoughnutParty']
13272,"[u'#Repost', u'#tokyo', u'#japan', u'#Halloween', u'#krispykreme']"
13273,[u'#Florida']
13274,[u'#TuesdayMotivation']
13275,[u'#lottalatte']
13276,"[u'#NationalSiblingsDay', u'#brothers', u'#sisters', u'#BFF', u'#krispykreme', u'#doughnuts', u'#happy', u'#love', u'#mondaymotivation']"
13277,"[u'#doughnutcake', u'#doughnuts']"
13278,[u'#mondaymotivation']
13279,"[u'#yum', u'#Repost', u'#krispykreme']"
13280,"[u'#KrispyKremeMoment', u'#Repost']"
13281,"[u'#XOXOKrispyKreme', u'#US']"
13282,"[u'#Repost', u'#coffee', u'#doughnut', u'#puppy']"
13283,[u'#ChocolateWeek']
13284,"[u'#OriginalGlazed', u'#DoughnutRun']"
13285,"[u'#Repost', u'#', u'#KrispyKreme', u'#Doughnut']"
13286,"[u'#PumpkinSpice', u'#FridayNightSpice', u'#krispykreme']"
13287,"[u'#Eclipse2017', u'#ChocolateGlaze']"
13288,[u'#GhostbustersDoughnuts']
13289,[u'#EasiestSellEver']
13290,[u'#Yum']
13291,"[u'#WeekendGoals', u'#reposticonosquare']"
13292,[u'#halftime']
13293,[u'#Repost']
13294,"[u'#PerfectPair', u'#Repost']"
13295,[u'#PumpkinSpice']
13296,[u'#ValentinesDay']
13297,[u'#Repost']
13298,"[u'#krispykreme', u'#hotlight']"
13299,"[u'#koolkreme', u'#doughnutsundae']"
13300,[u'#DoughnutRun']
13301,[u'#WednesdayWisdom']
13302,[u'#yum']
13303,[u'#ValentinesDoughnuts']
13304,[u'#reposticonosquare']
13305,"[u'#Repost', u'#worthit', u'#krispykreme', u'#krispykremedoughnuts', u'#grandopening']"
13306,"[u'#batterdoughnuts', u'#instayum', u'#usandcan', u'#yum']"
13307,"[u'#NationalStrawberryDay', u'#yum', u'#krispykremekorea', u'#', u'#Repost']"
13308,[u'#BlartRidesAgain']
13309,"[u'#Repost', u'#krispykreme', u'#keurig']"
13310,[u'#Repost']
13311,[u'#Repost']
13312,[u'#Yum']
13313,[u'#ClassOf2017']
13314,"[u'#reposticonosquare', u'#HotLight', u'#NYE', u'#NewYear', u'#newyearseve', u'#happynewwyear', u'#winter']"
13315,[u'#FOKK']
13316,"[u'#weekend', u'#Chill', u'#reposticonosquare', u'#krispykreme', u'#doughnuts', u'#delicious']"
13317,"[u'#BunnyBum', u'#']"
13318,"[u'#coffee', u'#goals']"
13319,[u'#whatsinyourdozen']
13320,"[u'#bday', u'#OriginalGlazed']"
13321,"[u'#BigGame', u'#Football']"
13322,"[u'#OriginalGlazed', u'#haveyoutriedit', u'#repost']"
13323,[u'#Repost']
13324,"[u'#summer', u'#Japan', u'#Repost']"
13325,[u'#KrispyKremeMoment']
13326,[u'#XOXOKrispyKreme']
13327,"[u'#Repost', u'#krispykreme', u'#bride']"
13328,"[u'#krispykreme', u'#Repost', u'#krispykreme', u'#babylove']"
13329,[u'#NewYear']
13330,"[u'#Freebruary', u'#KrispyKremeCoffee', u'#coffee', u'#doughnuts', u'#BFF', u'#']"
13331,[u'#MonstersDoughnuts']
13332,[u'#SouthernClassics']
13333,[u'#nom']
13334,"[u'#Halloween', u'#halloween', u'#halloween', u'#happyhalloween', u'#halloween2017', u'#trickortreat', u'#halloweencostume', u'#halloweenfun', u'#halloweenmask', u'#halloweenspirit', u'#jackolantern', u'#October']"
13335,"[u'#yum', u'#chocolate', u'#funfilled', u'#doughnut', u'#doughnutparty']"
13336,[u'#OriginalGlazed']
13337,"[u'#weekend', u'#Repost', u'#krispykreme', u'#hat']"
13338,"[u'#XOXOKrispyKreme', u'#US']"
13339,"[u'#reposticonosquare', u'#Sponsored', u'#krispykreme']"
13340,"[u'#TuesdayTip', u'#Repost', u'#coffee', u'#krispykreme', u'#doughnuts']"
13341,"[u'#HotLight', u'#Repost']"
13342,[u'#Repost']
13343,[u'#OriginalGlazed']
13344,[u'#lottalatte']
13345,"[u'#Repost', u'#krispykreme', u'#krispykremedoughnuts']"
13346,[u'#HotNowDoughnuts']
13347,"[u'#Repost', u'#krispykreme', u'#donuts', u'#doughnut', u'#saltedcaramelcheesecake', u'#boxofhappiness']"
13348,"[u'#Repost', u'#HolidaySpirit', u'#KrispyKreme', u'#SanDiego']"
13349,[u'#ChocolateGlaze']
13350,[u'#friendsgiving']
13351,[u'#Repost']
13352,"[u'#', u'#yum', u'#instafood', u'#TuesdayTip']"
13353,"[u'#birthday', u'#thursdaythoughts', u'#FridayEve']"
13354,[u'#StPatricksDay']
13355,"[u'#Halloween', u'#TreatCred', u'#krispykreme']"
13356,[u'#ThisDateInHistory']
13357,"[u'#doughnuts', u'#OriginalGlazed', u'#instafood']"
13358,[u'#giftcard']
13359,"[u'#vegas', u'#Repost', u'#krispykreme', u'#lasvegas']"
13360,"[u'#Repost', u'#strawberry', u'#krispykreme', u'#KrispyJuniors']"
13361,"[u'#chocolate', u'#instayum', u'#DoughnutRun']"
13362,"[u'#dogmoms', u'#mothersday', u'#happymothersday', u'#krispykreme', u'#doughnuts', u'#weekend', u'#love', u'#dogsofinstagram']"
13363,"[u'#Repost', u'#krispykreme', u'#donuts', u'#fresh']"
13364,"[u'#doughnutrun', u'#Repost', u'#KrispyKreme', u'#IWantOne']"
13365,"[u'#gift', u'#giftideas', u'#shopping', u'#deals', u'#2018', u'#doughnuts', u'#krispykreme', u'#donuts', u'#weekend', u'#yum']"
13366,"[u'#piedoughnuts', u'#us', u'#can']"
13367,"[u'#Repost', u'#sweetooth', u'#iloveme', u'#krispykreme']"
13368,"[u'#Repost', u'#krispykreme', u'#coffee']"
13369,[u'#US']
13370,[u'#FridayFeeling']
13371,"[u'#originalglazed', u'#yum', u'#hotnow', u'#fresh']"
13372,[u'#ElectionDay']
13373,[u'#KrispyKremeEffect']
13374,"[u'#NationalPuppyDay', u'#krispykreme', u'#', u'#yum']"
13375,[u'#TripleChocolate']
13376,"[u'#DoughnutStyle', u'#Repost']"
13377,"[u'#snowday', u'#Repost', u'#krispykreme', u'#hat', u'#selfie']"
13378,[u'#ChipsGalore']
13379,"[u'#Sunday', u'#Repost', u'#pitstop', u'#krispykreme']"
13380,[u'#PBSDoughnutMile']
13381,[u'#StPatricksDay']
13382,[u'#pumpkinspice']
13383,[u'#DoughnutRun']
13384,"[u'#TravelTuesday', u'#reposticonosquare']"
13385,"[u'#Repost', u'#Panthers', u'#motivationmonday', u'#Panthers']"
13386,[u'#gift']
13387,"[u'#Vroom', u'#Repost', u'#Repost', u'#doughnuts', u'#krispykreme', u'#hotnowsign']"
13388,[u'#reposticonosquare']
13389,"[u'#Repost', u'#KrispyKreme']"
13390,[u'#hbdkrispykreme']
13391,"[u'#halloween', u'#Repost']"
13392,"[u'#Delicious', u'#DoughnutParty']"
13393,"[u'#handcrafted', u'#coffee']"
13394,"[u'#OriginalGlazed', u'#KrispyKremeMoment', u'#Repost']"
13395,[u'#Repost']
13396,"[u'#DoughnutCake', u'#Repost']"
13397,"[u'#GoForTheGlazed', u'#Repost']"
13398,"[u'#InternationalKissingDay', u'#Repost']"
13399,"[u'#Doughnuts', u'#coffee', u'#SoHappyTogether', u'#Freebruary', u'#Repost']"
13400,[u'#GlazeWaterfall']
13401,"[u'#Repost', u'#regram', u'#repost', u'#KenLee', u'#instafood', u'#krispykreme']"
13402,"[u'#RaiseSomeDough', u'#Repost', u'#krispykreme', u'#yum', u'#donut', u'#glaze', u'#fundraiser']"
13403,"[u'#Freebruary', u'#KrispyKremeCoffee']"
13404,"[u'#Repost', u'#krispykremecruiser', u'#sweetstop', u'#onesweetride']"
13405,"[u'#KrispyKreme', u'#ghostbusters30yranniversary']"
13406,"[u'#CaramelCheesecake', u'#doughnuts', u'#krispykreme', u'#yum', u'#nomnom', u'#US', u'#CAN']"
13407,[u'#yum']
13408,"[u'#Repost', u'#manofsteel', u'#superheroday', u'#krispykreme', u'#donuts', u'#instafood']"
13409,"[u'#Repost', u'#sva', u'#malawi', u'#krispykreme']"
13410,[u'#US']
13411,"[u'#Ghostbusters', u'#doughnutrun']"
13412,[u'#UglySweaterDay']
13413,"[u'#NationalSuperHeroDay', u'#Repost', u'#SuperheroDay', u'#krispykreme', u'#lookatmyblackcat']"
13414,"[u'#DoughnutCake', u'#Repost']"
13415,"[u'#OriginalGlazed', u'#Repost']"
13416,[u'#NationalSmileWeek']
13417,"[u'#free', u'#NationalCoffeeDay', u'#Repost', u'#nationalcoffeeday', u'#krispykreme']"
13418,"[u'#FinallyFriday', u'#WeekendGoals', u'#Repost']"
13419,"[u'#Repost', u'#KrispyKreme', u'#Doughnut', u'#Xmas', u'#Doughnuts', u'#Yum', u'#Treat', u'#Christmas', u'#Festive', u'#Santa', u'#Snowman']"
13420,[u'#OriginalGlazed']
13421,"[u'#DoughnutRun', u'#Fundraising', u'#Repost']"
13422,"[u'#doughnut', u'#Repost']"
13423,[u'#Repost']
13424,"[u'#7', u'#KrispyKreme']"
13425,[u'#DoughnutSmiles']
13426,"[u'#doughnut', u'#spring', u'#krispykreme', u'#egghunt', u'#', u'#easter', u'#']"
13427,"[u'#Repost', u'#krispykreme', u'#Birthday']"
13428,[u'#Repost']
13429,[u'#DoughnutsWithAView']
13430,[u'#FridayThe13th']
13431,"[u'#BananaPudding', u'#CarrotCake']"
13432,[u'#friendsgiving']
13433,"[u'#Valentine', u'#SayItWithDoughnuts', u'#ValentinesDay', u'#Doughnuts', u'#xoxo', u'#HappyValentinesDay', u'#OriginalGlazed']"
13434,"[u'#DoughnutCake', u'#Repost']"
13435,"[u'#Nutella', u'#Doughnut', u'#EasiestSellEver', u'#KrispyKreme', u'#nutellalove', u'#omg', u'#doughnuts', u'#yummy', u'#giveme', u'#doughnut', u'#yum', u'#krispykremedoughnuts', u'#nutellalover', u'#heavononearth', u'#nutellalovers']"
13436,"[u'#Repost', u'#iloveabd', u'#lillypulitzer', u'#donuts', u'#sprinkles', u'#krispykreme']"
13437,[u'#Yum']
13438,"[u'#doughnutwall', u'#Repost', u'#gettingmarriedphils', u'#weddingplanner', u'#weddingsphilippines', u'#krispykreme']"
13439,"[u'#InternationalCatDay', u'#reposticonosquare']"
13440,[u'#SweetStop']
13441,"[u'#Repost', u'#krispykreme']"
13442,[u'#XOXOKrispyKreme']
13443,"[u'#Repost', u'#krispykreme', u'#elkgrovevillage']"
13444,"[u'#Repost', u'#krispykreme', u'#hanukkahdoughnuts']"
13445,"[u'#Halloween', u'#TreatCred', u'#krispykreme']"
13446,"[u'#Yum', u'#Delish', u'#KrispyKreme', u'#Instafood']"
13447,"[u'#PumpkinSpice', u'#nojudgement']"
13448,[u'#PumpkinSpice']
13449,"[u'#Holiday', u'#Snowman', u'#TisTheSeason', u'#HolidayCheer', u'#HolidayEats', u'#ChristmasCountdown', u'#AllIWantForChristmas', u'#ChristmasShopping', u'#StockingStuffers', u'#HolidayGift', u'#GiftIdeas', u'#WishList', u'#GiftsForHim', u'#GiftsForHer', u'#GiftGiving', u'#ChristmasIsComing', u'#ChristmasPresents', u'#Holidays', u'#HolidayDoughnuts']"
13450,"[u'#mothersday', u'#baby', u'#reposticonosquare']"
13451,[u'#DoughnutsAroundTheWorld']
13452,[u'#SipASmile']
13453,"[u'#DoughnutRun', u'#instaGlazed', u'#Instafood', u'#food', u'#krispykreme', u'#SundayFunday', u'#doughnut']"
13454,"[u'#PumpkinSpice', u'#latte', u'#instayum', u'#coffee', u'#US', u'#CAN']"
13455,"[u'#OriginalGlazed', u'#DoughnutRun']"
13456,"[u'#Graduation', u'#ClassOf2017']"
